id,genres,production_companies,title,crew
15384,"War, Action, Drama, History, Thriller","Metropolitan Filmexport, Lion Rock Productions, Showbox",Red Cliff Part II,John Woo
15342,"Comedy, Drama",Warner Bros.,The Girl from Monaco,Anne Fontaine
17124,"Crime, Drama, Mystery","Mandalay Pictures, Lightning Entertainment, Mainline Releasing",Wild Things: Diamonds in the Rough,Jay Lowi
10946,Documentary,"Gaumont, Disneynature, BBC",Earth,"Alastair Fothergill, Mark Linfield"
30416,Documentary,Warner Bros.,Stanley Kubrick: A Life in Pictures,Jan Harlan
15577,"Crime, Drama","Kennedy/Marshall Company, The, Movie Prose, C.O. Films",Crossing Over,Wayne Kramer
13448,"Thriller, Mystery","Columbia Pictures, Imagine Entertainment, Panorama Films, Skylark Productions",Angels & Demons,Ron Howard
14141,Comedy,O.N.C. Entertainment,Balls Out: The Gary Houseman Story,Danny Leiner
17740,Drama,"Blue Snow Productions, Eleven Eleven Films, Spirit Dance Entertainment",Powder Blue,Timothy Linh Bui
13532,"Adventure, Comedy","The Weinstein Company, Third Rail Releasing",Fanboys,Kyle Newman
25218,Thriller,"Atlas Entertainment, Mosaic Media Group",Live!,Bill Guttentag
15705,"Drama, Thriller, Romance","Capitol Films, Wild Bear Films, Archer Street Productions, UK Film Council, Aramid Entertainment Fund, Film4, Incendiary, Sneak Preview Films",Incendiary,Sharon Maguire
14448,"Drama, Romance",Alma Films,Love Songs,Christophe Honoré
21583,"Comedy, Drama, Romance","Sidney Kimmel Entertainment, Echo Films, Temple Hill Entertainment",Management,Stephen Belber
534,"Action, Science Fiction, Thriller","Columbia Pictures, The Halcyon Company, Wonderland Sound and Vision, Warner Bros.",Terminator Salvation,McG
18360,"Adventure, Fantasy, Action, Comedy, Family","Twentieth Century Fox Film Corporation, 1492 Pictures, Dune Entertainment, 21 Laps Entertainment, Museum Canada Productions, Moving Picture Company (MPC)",Night at the Museum: Battle of the Smithsonian,Shawn Levy
19375,"Music, Romance",Speak Productions,Were The World Mine,Tom Gustafson
18238,"Horror, Comedy",AV Pictures,Lesbian Vampire Killers,Phil Claydon
21755,"Adventure, Comedy, Drama, Romance","The Weinstein Company, Summit Entertainment, Endgame Entertainment",The Brothers Bloom,Rian Johnson
30239,"Drama, History","Celluloid Dreams, Rai Cinema, Offside",Vincere,Marco Bellocchio
8429,"History, Drama, War",Foreign Film Productions,Paisan,Roberto Rossellini
19955,"Comedy, Romance",,I Do,Eric Lartigau
15555,Drama,,Chop Shop,Ramin Bahrani
40022,"Action, Crime",,Caliber 9,Fernando Di Leo
14126,"Horror, Thriller","Lionsgate, Twisted Pictures, Catacombs Productions",Catacombs,"David Elliot, Tomm Coker"
17332,Drama,"DreamWorks, Universal Pictures, StudioCanal, Participant Media, Krasnoff Foster Productions, Working Title Films",The Soloist,Joe Wright
18405,"Crime, Thriller, Horror, Drama","Rogue Pictures, Film Afrika, Sean S. Cunningham Films",The Last House on the Left,Dennis Iliadis
21832,"Mystery, Animation, Science Fiction, Action","TV Tokyo, Gainax, SEGA, Kadokawa Shoten Publishing Co., Production I.G., Project Eva",Neon Genesis Evangelion: Death and Rebirth,"Hideaki Anno, Kazuya Tsurumaki, Masayuki"
16871,"Horror, Thriller","Universal Pictures, Ghost House Pictures, Mandate Pictures, Buckaroo Entertainment, Curse Productions",Drag Me to Hell,Sam Raimi
14160,"Animation, Comedy, Family, Adventure",Pixar Animation Studios,Up,Pete Docter
14003,"Action, Adventure, Animation, Drama","Tokyo Broadcasting System (TBS), Aniplex, Nippon Shuppan Hanbai (Nippan) K.K., Mainichi Broadcasting System (MBS), Shochiku Company, Dentsu, Square Enix, Bones, SKY Perfect Broadcasting",Fullmetal Alchemist the Movie: Conqueror of Shamballa,Seiji Mizushima
16899,"Comedy, Romance","BBC Films, Endgame Entertainment, Ealing Studios, Fragile Films, Odyssey Entertainment, Prescience, Joe Abrams Productions",Easy Virtue,Stephan Elliott
21724,"Action, Comedy, Music","Paramount Pictures, MTV Films, Wayans Bros. Entertainment",Dance Flick,Damien Dante Wayans
8282,"Comedy, Drama",Musée d'Orsay,Summer Hours,Olivier Assayas
42513,"Romance, Drama","Les Films du Carrosse, Cinetel",Two English Girls,François Truffaut
15588,"Crime, Action, Comedy, Adventure",Gaumont,OSS 117: Lost in Rio,Michel Hazanavicius
14857,Drama,"Cinéfilm AG, Insight Film Studios, Picture Park, TADORA Filmproduktions, Netter Productions, Three Rivers Entertainment",Personal Effects,David Hollander
17927,Comedy,"Screen Gems, Moving Pictures, DPI, Weinstock Productions, Gross Entertainment",Fired Up!,Will Gluck
14330,Comedy,"Daybreak Pictures, Warner Bros.",Trojan War,George Huang
26508,"Science Fiction, Drama, War, Documentary, TV Movie",British Broadcasting Corporation (BBC),The War Game,Peter Watkins
15712,"Drama, Romance",Nord-Ouest Productions,Welcome,Philippe Lioret
13975,"Thriller, Drama, Crime, Mystery","Ithaca Pictures, Little Bear",In the Electric Mist,Bertrand Tavernier
18785,Comedy,"Legendary Pictures, Green Hat Films, Warner Bros., IFP Westcoast Erste",The Hangover,Todd Phillips
16164,"Crime, Drama, Thriller","The Weinstein Company, FilmColony, Lawrence Bender Productions",Killshot,John Madden
17609,"Drama, Horror, Thriller","Zentropa Entertainments, Det Danske Filminstitut, Danmarks Radio (DR), Filmstiftung Nordrhein-Westfalen, Trollhättan Film AB, Memfis Film, Lucky Red, Sveriges Television (SVT), Zweites Deutsches Fernsehen (ZDF), Canal+, ARTE, Film i Väst, Arte France Cinéma, CNC, Svenska Filminstitutet (SFI), Slot Machine, Zentropa International Köln, Nordisk Film- & TV-Fond, The Criterion Collection, Zentropa International Poland, ZDF/Arte, Deutsche Filmförderfonds (DFFF), Liberator Productions, Polski Instytut Sztuki Filmowej",Antichrist,Lars von Trier
37924,"Drama, Horror, Thriller, Music",BBC,Sweeney Todd,David Moore
16345,"Comedy, Drama","Red Chillies Entertainment, Eros International",Billu,Priyadarshan
761,Comedy,Les Films Christian Fechner,The Wing or the Thigh,Claude Zidi
11914,Comedy,"Société Nouvelle de Cinématographie, Lira Films",Perched on a Tree,Serge Korber
13856,"Drama, Fantasy, Science Fiction",Rival Pictures,Special,"Hal Haberman, Jeremy Passmore"
14536,Comedy,"Lionsgate, Edmonds Entertainment Group (EEG), Epidemic Pictures, The Safran Company, Gold Circle Films",New in Town,Jonas Elmer
15084,"Drama, Comedy, Romance",,Salaam Namaste,Siddharth Anand
14451,"Horror, Comedy","Euforia Film, FilmCamp, Miho Film, Barentsfilm, Yellow Bastard Production, News On Request (NOR), Zwart Arbeid",Dead Snow,Tommy Wirkola
18162,"Adventure, Comedy, Science Fiction","Universal Pictures, Mosaic Media Group, Relativity Media, Sid & Marty Krofft Pictures",Land of the Lost,Brad Silberling
34482,"Comedy, Drama, Family",Alloy Entertainment,The Clique,Michael Lembeck
19724,Comedy,"Paramount Pictures, Di Bonaventura Pictures, Nickelodeon Movies, Goldcrest Pictures, Internationale Filmproduktion Stella-del-Sud Third",Imagine That,Karey Kirkpatrick
18487,"Thriller, Drama, Crime","Columbia Pictures, Escape Artists, Scott Free Productions, Relativity Media, Metro-Goldwyn-Mayer (MGM)",The Taking of Pelham 1 2 3,Tony Scott
27799,"Drama, Comedy, Romance","Rockwell Eyes, Toho",Hana and Alice,Shunji Iwai
8883,"Crime, Drama, History, War","Det Danske Filminstitut, Wüste Filmproduktion, Studio Babelsberg, TV2 Danmark, Sveriges Television (SVT), Canal+, Yleisradio (YLE), Match Factory, The, Medienboard Berlin-Brandenburg, Sirena Film, Fonds Eurimages du Conseil de l'Europe, Deutsche Filmförderfonds (DFFF), Nimbus Film Productions, Wüste Film Ost, OC Film, Duckling A/S, Mainstream, Kameraudlejningen, 4½, Nordic Film och TV Fund, Filmförderung Hamburg Schleswig-Holstein, Sandrew Metronome Denmark, TV2 Norge, NFP Marketing & Distribution, Substanz Film",Flame & Citron,Ole Christian Madsen
18061,"Adventure, Drama, History, War","Lamitas, Samarkand, Zulu Dawn NV",Zulu Dawn,Douglas Hickox
42341,"Crime, Drama, Mystery, Thriller","Fuji Television Network, Cine Bazar, S.D.P. Films",Suspect X,Hiroshi Nishitani
11693,"Action, Animation, Comedy, Foreign",,Big Man Japan,Hitoshi Matsumoto
31544,"Action, Crime, Thriller","Twilight Motion Picture Seven Ltd. Partnership, Cannon Pictures",The Hitman,Aaron Norris
33409,"Crime, Drama","Roadside Attractions, Mpower Pictures, Prime Meridian Pctures, Fallen Films",The Stoning of Soraya M.,Cyrus Nowrasteh
18240,"Comedy, Romance, Drama","Touchstone Pictures, Mandeville Films, Kurtzman/Orci",The Proposal,Anne Fletcher
28110,"Action, Crime, Drama",American International Pictures (AIP),Dillinger,John Milius
17610,"Comedy, Adventure","Columbia Pictures, Ocean Pictures, Apatow Productions",Year One,Harold Ramis
27085,"Adventure, Fantasy, Science Fiction","British Lion Film Corporation, Amicus Productions, Edgar Rice Burroughs Inc., Land Associates",The Land That Time Forgot,Kevin Connor
8940,"Documentary, Drama",Wild Bunch,Tyson,James Toback
14938,"Romance, Comedy, Drama","Summit Entertainment, Endgame Entertainment",The Alibi,"Kurt Mattila, Matt Checkowski"
12162,"Drama, Thriller, War","Summit Entertainment, Kingsgate Films, Grosvenor Park Media Ltd., Voltage Pictures, Film Capital Europe Funds (FCEF ), First Light Production",The Hurt Locker,Kathryn Bigelow
8284,"Crime, Drama, Thriller, Mystery",PointBlank Films,The Limits of Control,Jim Jarmusch
8373,"Science Fiction, Action, Adventure","Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, Hasbro Studios, Revolution Sun Studios",Transformers: Revenge of the Fallen,Michael Bay
62320,Documentary,"Europa Corp., Elzévir Films, France 2 (FR2)",Home,Yann Arthus-Bertrand
24734,"Thriller, Action, Adventure, Drama","Majestic Films International, Trans Pacific Films",K2,Franc Roddam
19079,Drama,Silverwood Films,Phoebe in Wonderland,Daniel Barnz
19265,"Comedy, Romance","Sony Pictures Classics, Wild Bunch, Gravier Productions, Perdido Productions",Whatever Works,Woody Allen
12556,"Fantasy, Comedy, Romance","New Line Cinema, Jon Shestack Productions, Panther",Ghosts of Girlfriends Past,Mark Waters
43192,"Drama, Romance, History",Paramount Pictures,Houdini,George Marshall
11322,"History, Crime, Drama","Universal Pictures, Appian Way, Forward Pass, Dentsu, Relativity Media, Tribeca Productions, Misher Films",Public Enemies,Michael Mann
8355,"Animation, Comedy, Family, Adventure","Blue Sky Studios, Twentieth Century Fox Animation",Ice Age: Dawn of the Dinosaurs,Carlos Saldanha
176241,"Action, Drama, Thriller","SF Film, 20th Century Fox Television",Prison Break: The Final Break,"Brad Turner, Kevin Hooks"
24232,"Animation, Comedy",,Is It College Yet?,Karen Disher
52109,"Comedy, Drama",Cannon Films,Love Streams,John Cassavetes
10024,Drama,"Mark Johnson Productions, Gran Via Productions, Curmudgeon Films",My Sister's Keeper,Nick Cassavetes
16440,"Animation, Horror, Action",Warner Premiere,Tales of the Black Freighter,"Mike Smith, Daniel DelPurgatorio"
19913,"Comedy, Drama, Romance","Fox Searchlight Pictures, Watermark, Dune Entertainment III",(500) Days of Summer,Marc Webb
82474,"War, Drama, Romance",Fox Film Corporation,7th Heaven,Frank Borzage
18480,Comedy,Universal Pictures,Brüno,Larry Charles
18901,"Animation, Family, Adventure, Comedy",Caprino Filmcenter a/s,The Pinchcliffe Grand Prix,Ivo Caprino
14728,"Fantasy, Action, Adventure, Comedy",Electric Entertainment,The Librarian: The Curse of the Judas Chalice,Jonathan Frakes
16911,"Action, Fantasy, Science Fiction, Thriller","Art Pictures Studio, Non-Stop Productions, Telekanal STS, Premiere Stealth Rights",The Inhabited Island,Fyodor Bondarchuk
8884,"Drama, Fantasy, Science Fiction","UK Film Council, Aramid Entertainment Fund, Film4, Recorded Picture Company (RPC)",Franklyn,Gerald McMorrow
38940,"Action, Thriller","Signature Pictures, MDP Worldwide, Pomarance Corporation",Men of War,Perry Lang
19105,"Documentary, Music",Banger Films,Iron Maiden: Flight 666,"Sam Dunn, Scot McFadyen"
14758,"Comedy, Drama, Romance","Good Dick, Morning Knight, Present Pictures",Good Dick,Marianna Palka
767,"Adventure, Fantasy, Family","Warner Bros., Heyday Films",Harry Potter and the Half-Blood Prince,David Yates
10353,"Comedy, Fantasy","Gaumont, Canal+, France 3 Cinema, Centre National de la Cinématographie (CNC)",The Visitors II: The Corridors of Time,Jean-Marie Poiré
9592,"Drama, Horror, Thriller","Peter Rommel Productions, Orange Pictures, Shotgun Pictures, Universum Film (UFA)",Open Water 2: Adrift,Hans Horn
43195,"Romance, Drama, History",Lux Film,Senso,Luchino Visconti
14197,"Comedy, Drama, Romance","Vertigo Entertainment, Maverick Films, CJ Entertainment, Gold Circle Films, Madacy Entertainment, Sassy Girl Productions",My Sassy Girl,Yann Samuell
48773,"Drama, Action",Seasonal Film Corporation,Game of Death II,Ng See-Yuen
8054,"Adventure, Fantasy, Mystery","Infinity Features Entertainment, Davis-Films, Téléfilm Canada, The Movie Network, Canadian Film or Video Production Tax Credit (CPTC), British Columbia Film, Province of British Columbia Film Incentive BC, Movie Central, Grosvenor Park Productions, Poo Poo Pictures, Parnassus Productions, U.K. Tax Credit",The Imaginarium of Doctor Parnassus,Terry Gilliam
30713,"Horror, Thriller",,Shiver,Isidro Ortiz
23720,Comedy,Magnolia Pictures,Humpday,Lynn Shelton
14843,"Comedy, Drama, Romance",,Ten Inch Hero,David McKay
8937,Drama,"Nikkatsu, Django Film",Tokyo Sonata,Kiyoshi Kurosawa
22302,"Crime, Drama","Téléfilm Canada, SODEC, Remstar Media Partners, Don Carmody Productions",Polytechnique,Denis Villeneuve
20382,Comedy,Fireside Film,Visioneers,Jared Drake
53868,Horror,"Amicus Productions, Metromedia Producers Corporation (MPC)",The Vault of Horror,Roy Ward Baker
22215,"Drama, Comedy, Romance","Pathé Renn Productions, UK Film Council, Aramid Entertainment Fund, Canal+, Bill Kenwright Films, Pathe, Deutsche Filmförderfonds (DFFF), Région Ile-de-France, France 3 Cinema, Centre National de la Cinématographie (CNC), National Lottery through UK Film Council, Filmstiftung Nordrhein-Westfalen, Cine Productions, MMC Studios, Tiggy Films, Banque Populaire Images 9, Cheri Productions, Erste MMC-Production",Cheri,Stephen Frears
18635,"Adventure, Drama",Mulmur Feed Company,One Week,Michael McGowan
20407,"Comedy, Romance","Messick Films, iDeal Partners Film Fund, 120dB Films",The Answer Man,John Hindman
21208,"Horror, Thriller, Mystery","Dark Castle Entertainment, Studio Babelsberg StudioBabelsberg Motion Pictures, Don Carmody Productions, Studio Canal",Orphan,Jaume Collet-Serra
16056,"Crime, Drama","Peace Arch Entertainment Group, Artina Films, RGM Entertainment",Winged Creatures,Rowan Woods
20943,"Comedy, Romance","Lakeshore Entertainment, Relativity Media",The Ugly Truth,Robert Luketic
47870,"Comedy, Drama",,High Hopes,Mike Leigh
21407,"Horror, Thriller","Fortress Features, LD Entertainment, Imaginarium Entertainment Group",The Collector,Marcus Dunstan
12403,"Thriller, Mystery, Adventure","Davis Entertainment, Relativity Media, Rogue, QED International, Tooley Productions",A Perfect Getaway,David Twohy
15422,"Horror, Thriller",,Dark Ride,Craig Singer
14833,"Drama, Horror, Thriller","Namesake Entertainment, More Entertainment, Reel Security",House,Robby Henson
20856,"Adventure, Comedy, Family, Fantasy, Science Fiction","Twentieth Century Fox Film Corporation, Regency Enterprises, Josephson Entertainment, New Upstairs Productions, Upstairs Canada Productions",Aliens in the Attic,John Schultz
17654,Science Fiction,"WingNut Films, TriStar Pictures, Key Creatives, Block / Hanson, Canadian Film or Video Production Tax Credit (CPTC), The Department of Trade and Industry of South Africa, QED International, Province of British Columbia Production Services Tax Credit, District 9, New Zealand Post Digital and Visual Effects Grant",District 9,Neill Blomkamp
24803,"Romance, Drama","Columbia Pictures, Scott Rudin Productions, Easy There Tiger Productions",Julie & Julia,Nora Ephron
17335,"Drama, Thriller",Sony Pictures,Obsessed,Steve Shill
13836,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action","Walt Disney Pictures, Gunn Films",Race to Witch Mountain,Andy Fickman
13730,"Mystery, Thriller","TF1 Films Production, Canal+, EuropaCorp",Black Box,Richard Berry
18126,"Comedy, Drama, Family, Music, Romance","Walt Disney Pictures, It's a Laugh Productions, Millar Gough Ink",Hannah Montana: The Movie,Peter Chelsom
14869,"Adventure, Action, Thriller, Science Fiction","Paramount Pictures, Spyglass Entertainment, Di Bonaventura Pictures, Hasbro, Kontsept Film Company",G.I. Joe: The Rise of Cobra,Stephen Sommers
14415,"Drama, Foreign, History","TS Productions, Diaphana Films, Roissy Films, Canal+",Séraphine,Martin Provost
30250,"Comedy, Drama, Fantasy, Science Fiction","Journeyman Pictures, Winner Arts, Touchy Feely Films, Memento Films Production, Arte France Cinéma, Samuel Goldwyn Films, Two Lane Pictures",Cold Souls,Sophie Barthes
17134,"Action, Adventure, Drama, Thriller","The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment, WWE Studios, Midnight Sun Pictures",12 Rounds,Renny Harlin
50719,"Comedy, Horror",Silent Night Releasing Corporation,"Silent Night, Deadly Night II",Lee Harry
20777,"Drama, Thriller",Management 360,The Killing Room,Jonathan Liebesman
31067,"Drama, Thriller",Warner Bros. Television,Fail Safe,Stephen Frears
13752,"Drama, History, War","Det Danske Filminstitut, Filmkameratene A/S, Miso Film, Nordic Film och TV Fund, Roenbergfilm, Norsk Filminstitutt, B & T Film",Max Manus: Man of War,"Joachim Rønning, Espen Sandberg"
12407,"Drama, Adventure, Crime",,Stone of Destiny,Charles Martin Smith
19422,,Mammoth Screen,Lost in Austen,Dan Zeff
